video_id frame_id gt
-FSPre_AG4k 5304 S
-FSPre_AG4k 5310 S
-FSPre_AG4k 5316 S
-FSPre_AG4k 5322 S
-FSPre_AG4k 5328 S
-FSPre_AG4k 5334 S
-FSPre_AG4k 5340 S
-FSPre_AG4k 5346 S
-FSPre_AG4k 5352 S
-FSPre_AG4k 5358 S
-FSPre_AG4k 5364 S
-FSPre_AG4k 5370 S
-FSPre_AG4k 5376 S
-FSPre_AG4k 5382 S
-FSPre_AG4k 5388 S
-FSPre_AG4k 5394 S
-FSPre_AG4k 5400 S
-FSPre_AG4k 5406 S
-FSPre_AG4k 5412 S
-FSPre_AG4k 5418 S
-FSPre_AG4k 5424 S
-FSPre_AG4k 5430 S
-FSPre_AG4k 5436 S
-FSPre_AG4k 5442 S
-FSPre_AG4k 5448 S
-FSPre_AG4k 5454 S
-FSPre_AG4k 5460 S
-FSPre_AG4k 5466 S
-FSPre_AG4k 5472 S
-FSPre_AG4k 5478 S
-FSPre_AG4k 5484 S
-FSPre_AG4k 5490 S
-FSPre_AG4k 5496 S
-FSPre_AG4k 5502 S
-FSPre_AG4k 5508 S
-FSPre_AG4k 5514 S
-FSPre_AG4k 5520 S
-FSPre_AG4k 5526 S
-FSPre_AG4k 5532 S
-FSPre_AG4k 5538 S
-FSPre_AG4k 5544 S
-FSPre_AG4k 5550 S
-FSPre_AG4k 5556 S
-FSPre_AG4k 5562 S
-FSPre_AG4k 5568 S
-FSPre_AG4k 5574 S
-FSPre_AG4k 5580 S
-FSPre_AG4k 5586 S
-FSPre_AG4k 5592 S
-FSPre_AG4k 5598 S
-FSPre_AG4k 5604 S
-FSPre_AG4k 5610 S
-FSPre_AG4k 5616 S
-FSPre_AG4k 5622 S
-FSPre_AG4k 5628 S
-FSPre_AG4k 5634 S
-FSPre_AG4k 5640 S
-FSPre_AG4k 5646 S
-FSPre_AG4k 5652 S
-FSPre_AG4k 5658 S
-FSPre_AG4k 5664 S
-FSPre_AG4k 5670 S
-FSPre_AG4k 5676 S
-FSPre_AG4k 5682 S
-FSPre_AG4k 5688 S
-FSPre_AG4k 5694 S
-FSPre_AG4k 5700 S
-FSPre_AG4k 5706 S
-FSPre_AG4k 5712 S
-FSPre_AG4k 5718 S
-FSPre_AG4k 5724 S
-FSPre_AG4k 5730 S
-FSPre_AG4k 5736 S
-FSPre_AG4k 5742 S
-FSPre_AG4k 5748 S
-FSPre_AG4k 5754 S
-FSPre_AG4k 5760 S
-FSPre_AG4k 5766 S
-FSPre_AG4k 5772 S
-FSPre_AG4k 5778 S
-FSPre_AG4k 5784 S
-FSPre_AG4k 5790 S
-FSPre_AG4k 5796 S
-FSPre_AG4k 5802 S
-FSPre_AG4k 5808 S
-FSPre_AG4k 5814 S
-FSPre_AG4k 5820 S
-FSPre_AG4k 5826 S
-FSPre_AG4k 5832 S
-FSPre_AG4k 5838 S
-FSPre_AG4k 5844 S
-FSPre_AG4k 5850 S
-FSPre_AG4k 5856 S
-FSPre_AG4k 5862 S
-FSPre_AG4k 5868 S
-FSPre_AG4k 5874 S
-FSPre_AG4k 5880 S
-FSPre_AG4k 5886 S
-FSPre_AG4k 5892 S
-FSPre_AG4k 5898 S
-FSPre_AG4k 5904 S
-FSPre_AG4k 5910 S
-FSPre_AG4k 5916 S
-FSPre_AG4k 5922 S
-FSPre_AG4k 5928 S
-FSPre_AG4k 5934 S
-FSPre_AG4k 5940 S
-FSPre_AG4k 5946 S
-FSPre_AG4k 5952 S
-FSPre_AG4k 5958 S
-FSPre_AG4k 5964 S
-FSPre_AG4k 5970 S
-FSPre_AG4k 5976 S
-FSPre_AG4k 5982 S
-FSPre_AG4k 5988 S
-FSPre_AG4k 5994 S
-FSPre_AG4k 6000 S
-FSPre_AG4k 6006 S
-FSPre_AG4k 6012 S
-FSPre_AG4k 6018 S
-FSPre_AG4k 6024 S
-FSPre_AG4k 6030 S
-FSPre_AG4k 6036 S
-FSPre_AG4k 6042 S
-FSPre_AG4k 6048 S
-FSPre_AG4k 6054 S
-FSPre_AG4k 6060 S
-FSPre_AG4k 6066 S
-FSPre_AG4k 6072 S
-FSPre_AG4k 6078 S
-FSPre_AG4k 6084 S
-FSPre_AG4k 6090 S
-FSPre_AG4k 6096 S
-FSPre_AG4k 6102 S
-FSPre_AG4k 6108 S
-FSPre_AG4k 6114 S
-FSPre_AG4k 6120 S
-FSPre_AG4k 6126 S
-FSPre_AG4k 6132 S
-FSPre_AG4k 6138 S
-FSPre_AG4k 6144 S
-FSPre_AG4k 6150 S
-FSPre_AG4k 6156 S
-FSPre_AG4k 6162 S
-FSPre_AG4k 6168 S
-FSPre_AG4k 6174 S
-FSPre_AG4k 6180 S
-FSPre_AG4k 6186 S
-FSPre_AG4k 6192 S
-FSPre_AG4k 6198 S
-FSPre_AG4k 6204 S
-FSPre_AG4k 6210 S
-FSPre_AG4k 6216 S
-FSPre_AG4k 6222 S
-FSPre_AG4k 6228 S
-FSPre_AG4k 6234 S
-FSPre_AG4k 6240 S
-FSPre_AG4k 6246 S
-FSPre_AG4k 6252 S
-FSPre_AG4k 6258 S
-FSPre_AG4k 6264 S
-FSPre_AG4k 6270 S
-FSPre_AG4k 6276 S
-FSPre_AG4k 6282 S
-FSPre_AG4k 6288 S
-FSPre_AG4k 6294 S
-FSPre_AG4k 6300 S
-FSPre_AG4k 6306 S
-FSPre_AG4k 6312 S
-FSPre_AG4k 6318 S
-FSPre_AG4k 6324 S
-FSPre_AG4k 6330 S
-FSPre_AG4k 6336 S
-FSPre_AG4k 6342 S
-FSPre_AG4k 6348 S
-FSPre_AG4k 6354 S
-FSPre_AG4k 6360 S
-FSPre_AG4k 6366 S
-FSPre_AG4k 6372 S
-FSPre_AG4k 6378 S
-FSPre_AG4k 6384 S
-FSPre_AG4k 6390 S
-FSPre_AG4k 6396 S
-FSPre_AG4k 6402 S
-FSPre_AG4k 6408 S
-FSPre_AG4k 6414 S
-FSPre_AG4k 6420 S
-FSPre_AG4k 6426 S
-FSPre_AG4k 6432 S
-FSPre_AG4k 6438 S
-FSPre_AG4k 6444 S
-FSPre_AG4k 6450 S
-FSPre_AG4k 6456 S
-FSPre_AG4k 6462 S
-FSPre_AG4k 6468 S
-FSPre_AG4k 6474 S
-FSPre_AG4k 6480 S
-FSPre_AG4k 6486 S
-FSPre_AG4k 6492 S
-FSPre_AG4k 6498 S
-FSPre_AG4k 6504 S
-FSPre_AG4k 6510 S
-FSPre_AG4k 6516 S
-FSPre_AG4k 6522 S
-FSPre_AG4k 6528 S
-FSPre_AG4k 6534 S
-FSPre_AG4k 6540 S
-FSPre_AG4k 6546 S
-FSPre_AG4k 6552 S
-FSPre_AG4k 6558 S
-FSPre_AG4k 6564 S
-FSPre_AG4k 6570 S
-FSPre_AG4k 6576 S
-FSPre_AG4k 6582 S
-FSPre_AG4k 6588 S
-FSPre_AG4k 6594 S
-FSPre_AG4k 6600 S
-FSPre_AG4k 6606 S
-FSPre_AG4k 6612 S
-FSPre_AG4k 6618 S
-FSPre_AG4k 6624 S
-FSPre_AG4k 6630 S
-FSPre_AG4k 6636 S
-FSPre_AG4k 6642 S
-FSPre_AG4k 6648 S
-FSPre_AG4k 6654 S
-FSPre_AG4k 6660 S
-FSPre_AG4k 6666 S
-FSPre_AG4k 6672 S
-FSPre_AG4k 6678 S
-FSPre_AG4k 6684 S
-FSPre_AG4k 6690 S
-FSPre_AG4k 6696 S
-FSPre_AG4k 6702 S
-FSPre_AG4k 6708 S
